Match_ID,Blue_Team,Red_Team,Blue_Missing_Smite,Red_Missing_Smite,Blue_Win_Probability_%,Red_Win_Probability_%,Primary_Deciding_Factor,Factor_Impact
327,"Twisted Fate, Xin Zhao, Nocturne, Amumu, Sona","Soraka, Ryze, Skarner, Cho'Gath, Bard",No,No,88.01,11.99,Blue Counter-Pick Advantage,-19.7
328,"Warwick, Xayah, Caitlyn, Darius, Shyvana","Varus, Sejuani, Urgot, Taric, Ezreal",No,No,66.32,33.68,Blue Team Synergy,-14.2
329,"Veigar, Pantheon, Draven, Kled, Renekton","Udyr, Soraka, Ivern, Hecarim, Sejuani",No,No,70.04,29.96,Red Team Synergy,-6.86
330,"Lux, Hecarim, Jhin, Yasuo, Heimerdinger","Shaco, Alistar, Lulu, Brand, Shen",No,No,43.5,56.5,Red Draft Strength,5.33
331,"Ahri, Vladimir, Zilean, Twitch, Braum","Riven, Leona, Zyra, Shaco, Nami",No,No,39.98,60.02,Red Team Synergy,3.47
332,"Vel'Koz, Sion, Rumble, Caitlyn, Udyr","Master Yi, Morgana, Maokai, Nunu, Cassiopeia",No,No,30.01,69.99,Blue Draft Strength,-6.64
333,"Ashe, Riven, Shyvana, Trundle, Volibear","Zed, Nautilus, Nami, Ekko, Urgot",No,No,19.56,80.44,Blue Counter-Pick Advantage,7.86
334,"Amumu, Warwick, Tristana, Braum, Kog'Maw","Jinx, Fiora, Urgot, Ryze, Udyr",No,No,42.68,57.32,Red Draft Strength,18.69
335,"Lulu, Olaf, Kindred, Nautilus, Gangplank","Annie, Nunu, Fiddlesticks, Nami, Skarner",No,No,14.54,85.46,Blue Counter-Pick Advantage,16.61
336,"Taric, Xin Zhao, Zed, Ekko, Ornn","Rek'Sai, Akali, Shen, Rammus, Diana",No,No,34.31,65.69,Blue Counter-Pick Advantage,6.53
337,"Braum, Zyra, Heimerdinger, Udyr, Ashe","Garen, Draven, Tahm Kench, Gnar, Brand",No,No,46.68,53.32,Blue Draft Strength,-10.51
338,"Thresh, Braum, Volibear, Lissandra, Zyra","Teemo, Kalista, Malzahar, Heimerdinger, Kha'Zix",No,No,18.04,81.96,Blue Counter-Pick Advantage,11.77
339,"Kindred, Rengar, Braum, Maokai, Ivern","Twisted Fate, Fizz, Jinx, Volibear, Yasuo",No,YES,89.59,10.41,Severe Tactical Spell Error,37.5
340,"Riven, Master Yi, Cho'Gath, Nunu, Nami","Kayn, Swain, Shaco, Shen, Veigar",YES,No,33.38,66.62,Severe Tactical Spell Error,-37.5
341,"Caitlyn, Sion, Ekko, Akali, Rumble","Corki, Anivia, Gangplank, Shyvana, Olaf",No,No,42.3,57.7,Blue Team Synergy,11.09
342,"Diana, Nidalee, Kog'Maw, Sion, Gnar","Sivir, Fiora, Ashe, Annie, Evelynn",No,No,70.77,29.23,Blue Draft Strength,-8.85
343,"Vayne, Jayce, Annie, Nautilus, Miss Fortune","Rumble, Twisted Fate, Diana, Jarvan IV, Heimerdinger",No,No,80.41,19.59,Red Team Synergy,-5.99
344,"Twitch, Braum, Twisted Fate, Alistar, Kennen","Nunu, Skarner, Fiora, Malphite, Ezreal",No,No,15.0,85.0,Red Draft Strength,19.44
345,"Kled, Soraka, Hecarim, Morgana, Fiora","Kayle, Kog'Maw, Orianna, Camille, Ekko",No,No,84.15,15.85,Blue Team Synergy,-15.58
346,"Gangplank, Talon, Jinx, Sion, Jhin","Shyvana, Fizz, Annie, Gragas, Varus",No,No,58.43,41.57,Red Team Synergy,-6.19
347,"Warwick, Darius, Ziggs, Udyr, Rammus","Lulu, Brand, Irelia, Sona, Ryze",No,No,56.65,43.35,Blue Counter-Pick Advantage,-5.97
348,"Alistar, Kha'Zix, Darius, Renekton, Shaco","Rengar, Kindred, Varus, Nami, Garen",YES,No,7.58,92.42,Severe Tactical Spell Error,-37.5
349,"Tryndamere, Singed, Azir, Ryze, Miss Fortune","Jinx, Lucian, Kennen, Lux, Urgot",No,No,69.91,30.09,Blue Draft Strength,-13.42
350,"Rek'Sai, Lucian, Singed, Shen, Udyr","Sejuani, Galio, Annie, Kayle, Kled",No,No,30.66,69.34,Blue Counter-Pick Advantage,9.68
351,"Darius, Gragas, Rakan, Orianna, Graves","Twitch, Rammus, Karma, Mordekaiser, Nami",No,No,32.37,67.63,Blue Counter-Pick Advantage,9.68
352,"Karthus, Kassadin, Irelia, Tahm Kench, Rakan","Xin Zhao, Fiddlesticks, Azir, Taliyah, Katarina",No,No,32.52,67.48,Blue Team Synergy,16.37
353,"Jhin, Lulu, Kha'Zix, Hecarim, Yorick","Janna, Anivia, Kindred, Quinn, Talon",No,No,62.75,37.25,Blue Team Synergy,-5.28
354,"Corki, Kalista, Varus, Janna, Lissandra","Ahri, None, Syndra, Camille, Ekko",No,No,75.17,24.83,Blue Draft Strength,-7.16
355,"Nasus, Elise, Irelia, Morgana, Yorick","Syndra, Orianna, Poppy, Katarina, Annie",No,No,69.38,30.62,Blue Counter-Pick Advantage,-10.15
356,"Annie, Anivia, Sejuani, Vi, Kog'Maw","Ryze, Karthus, Tryndamere, Nami, Fiddlesticks",No,YES,92.64,7.36,Severe Tactical Spell Error,37.5
357,"Ryze, Annie, Karthus, Yasuo, Katarina","Cassiopeia, Ekko, Fiora, Nami, Cho'Gath",No,No,15.2,84.8,Blue Team Synergy,15.24
358,"Karthus, Trundle, Morgana, Blitzcrank, Teemo","Urgot, Rengar, Annie, Riven, Taliyah",No,No,58.26,41.74,Red Draft Strength,10.67
359,"Ashe, Aatrox, Fiddlesticks, Twisted Fate, Heimerdinger","Thresh, Master Yi, Yorick, Akali, Caitlyn",No,No,37.37,62.63,Blue Draft Strength,-12.01
360,"Aurelion Sol, Yorick, Nunu, Lissandra, Brand","Garen, Lux, Jayce, Fizz, Talon",No,No,75.5,24.5,Blue Team Synergy,-16.5
361,"Kha'Zix, Jax, Singed, Kayn, Alistar","Udyr, Garen, Lee Sin, Dr. Mundo, Fiora",No,No,47.51,52.49,Red Team Synergy,-5.62
362,"Yasuo, Draven, Katarina, Rammus, Xin Zhao","Jinx, Twitch, Xerath, Lux, Vladimir",No,No,65.53,34.47,Blue Counter-Pick Advantage,-4.98
363,"Ashe, Lulu, Sejuani, Lux, Maokai","Master Yi, Ekko, None, Urgot, Kayn",No,No,58.72,41.28,Red Draft Strength,-5.6
364,"Urgot, Sejuani, Skarner, Udyr, Karma","Pantheon, Warwick, Singed, Jarvan IV, Rumble",No,No,18.44,81.56,Blue Counter-Pick Advantage,20.0
365,"Gragas, Veigar, Warwick, Teemo, Skarner","Sivir, Ornn, Talon, Wukong, Ashe",No,No,78.62,21.38,Red Team Synergy,-10.27
366,"Swain, Quinn, Evelynn, Garen, Lucian","Amumu, Blitzcrank, Trundle, Ashe, Wukong",No,No,83.34,16.66,Red Team Synergy,-8.88
367,"Zilean, Kassadin, Morgana, Anivia, Lee Sin","Kha'Zix, Xin Zhao, Zed, Heimerdinger, Fiora",No,No,29.32,70.68,Blue Counter-Pick Advantage,7.11
368,"Twitch, Rumble, Nami, Thresh, Shaco","Maokai, Jax, Shen, Karthus, Garen",No,No,20.74,79.26,Red Team Synergy,13.62
369,"Aatrox, Vel'Koz, Ezreal, Yorick, Kassadin","Twitch, Aurelion Sol, Jax, Nidalee, Tryndamere",No,No,30.89,69.11,Blue Draft Strength,-8.75
370,"Xin Zhao, Rek'Sai, Heimerdinger, Zac, Rakan","Poppy, Tahm Kench, Talon, Maokai, Ivern",No,No,67.81,32.19,Red Draft Strength,19.59
371,"Leona, Malphite, Lee Sin, Evelynn, Nasus","Wukong, Shyvana, Jayce, Pantheon, Renekton",YES,No,4.41,95.59,Severe Tactical Spell Error,-37.5
372,"Janna, Maokai, Kog'Maw, Kalista, Sivir","Lissandra, Azir, Caitlyn, Jinx, Akali",No,No,77.68,22.32,Blue Counter-Pick Advantage,-18.99
373,"Lissandra, Jinx, Xayah, LeBlanc, Maokai","Braum, Shen, Ezreal, Nautilus, Jhin",No,No,72.49,27.51,Blue Counter-Pick Advantage,-9.35
374,"Teemo, Irelia, Illaoi, Kled, Taliyah","Viktor, Ornn, Rakan, Kennen, Twitch",No,No,85.48,14.52,Blue Counter-Pick Advantage,-15.75
375,"Fiddlesticks, Olaf, Shen, Ryze, Dr. Mundo","Darius, Varus, Lulu, Swain, Miss Fortune",No,No,17.01,82.99,Blue Counter-Pick Advantage,21.78
376,"Nautilus, Aatrox, Vladimir, Kassadin, Jinx","Renekton, Cassiopeia, Master Yi, Sivir, Kog'Maw",No,No,29.55,70.45,Blue Draft Strength,-7.19
377,"Vayne, Rengar, Nasus, Nunu, Tahm Kench","Poppy, Jarvan IV, Tryndamere, Volibear, Ashe",No,No,31.9,68.1,Red Draft Strength,7.34
378,"Rakan, Varus, Urgot, Lulu, Rammus","Ashe, Quinn, Nocturne, Fiddlesticks, Soraka",No,No,36.82,63.18,Red Draft Strength,7.41
379,"Karthus, Leona, Teemo, Xin Zhao, Yorick","Malzahar, Warwick, Taliyah, Quinn, Sivir",No,No,77.06,22.94,Blue Counter-Pick Advantage,-14.17
380,"Kha'Zix, Evelynn, Pantheon, Nasus, Ryze","Corki, Master Yi, Vi, Camille, Maokai",No,No,23.52,76.48,Blue Draft Strength,-14.39
381,"Tristana, Annie, Azir, Gangplank, Twitch","Ahri, Ornn, Nocturne, Ziggs, Braum",YES,No,15.4,84.6,Severe Tactical Spell Error,-37.5
382,"Camille, Fiora, Yorick, Renekton, Kled","Warwick, Gragas, Illaoi, Darius, Lissandra",No,No,78.35,21.65,Blue Team Synergy,-7.57
383,"Tahm Kench, Lissandra, Morgana, Teemo, Anivia","Sivir, Jarvan IV, Katarina, Varus, Poppy",No,No,15.19,84.81,Blue Draft Strength,-9.41
384,"Teemo, Sion, Ashe, Ahri, Talon","Urgot, Braum, Dr. Mundo, Riven, Orianna",No,No,58.01,41.99,Blue Counter-Pick Advantage,-5.94
385,"Elise, Lucian, Wukong, Sona, Shyvana","None, Udyr, Jarvan IV, Kassadin, Yasuo",No,No,83.57,16.43,Blue Counter-Pick Advantage,-10.68
386,"Nami, Sivir, Varus, Ahri, Bard","Lulu, Diana, Ekko, Sejuani, Taric",No,No,34.13,65.87,Blue Counter-Pick Advantage,6.44
387,"Rek'Sai, Taric, Annie, Gangplank, Garen","Zac, Janna, Kalista, Sion, Olaf",No,No,64.77,35.23,Red Team Synergy,-6.09
388,"Morgana, Swain, Aurelion Sol, Vel'Koz, LeBlanc","Urgot, Amumu, Shen, Tryndamere, Ashe",YES,No,8.12,91.88,Severe Tactical Spell Error,-37.5
389,"Camille, Pantheon, Kayle, Varus, Diana","Zyra, Orianna, Illaoi, Kalista, Jarvan IV",No,No,63.52,36.48,Blue Draft Strength,-5.88
390,"Vi, Cassiopeia, Alistar, Tahm Kench, Teemo","Janna, Orianna, Graves, Quinn, Pantheon",No,No,49.43,50.57,Blue Draft Strength,-8.17
391,"Aurelion Sol, Fiora, Ashe, Jhin, Soraka","Akali, Xin Zhao, Zed, Vel'Koz, Rakan",No,No,50.19,49.81,Blue Team Synergy,-4.81
392,"Camille, Yasuo, Cassiopeia, Nunu, Rakan","Jarvan IV, Galio, Ahri, Sejuani, Volibear",No,No,39.91,60.09,Blue Counter-Pick Advantage,5.1
393,"Quinn, Aurelion Sol, Jarvan IV, Elise, Lucian","Fizz, Darius, Akali, Singed, Ezreal",No,No,72.55,27.45,Red Team Synergy,-11.07
394,"Zilean, Illaoi, Nami, Varus, Fiora","Karthus, Olaf, Quinn, Janna, Twitch",No,No,38.8,61.2,Blue Counter-Pick Advantage,6.64
395,"Janna, Elise, Azir, Volibear, Dr. Mundo","Urgot, Ekko, Rammus, Caitlyn, Illaoi",No,No,35.54,64.46,Blue Team Synergy,14.12
396,"Renekton, Illaoi, Lissandra, Zyra, Kog'Maw","Vladimir, Corki, Ashe, Soraka, Lee Sin",No,No,76.31,23.69,Blue Draft Strength,-12.77
397,"Bard, Ekko, Corki, Gnar, Leona","Ivern, Garen, Kayn, Anivia, Cho'Gath",No,No,20.1,79.9,Blue Counter-Pick Advantage,10.04
398,"Camille, Caitlyn, Akali, Riven, Irelia","Morgana, Lulu, Twitch, Thresh, Sion",No,No,62.27,37.73,Blue Draft Strength,-6.6
399,"Azir, Irelia, Vayne, LeBlanc, Ashe","Skarner, Taliyah, Poppy, Cho'Gath, Soraka",No,No,17.22,82.78,Blue Team Synergy,16.08
400,"Amumu, Nunu, Talon, Olaf, Skarner","Kindred, Blitzcrank, Jarvan IV, Warwick, Camille",No,No,32.85,67.15,Blue Team Synergy,12.67
401,"Jhin, Cassiopeia, Xerath, Gragas, Karma","Karthus, Galio, Twitch, Taliyah, Renekton",No,No,24.57,75.43,Red Draft Strength,8.25
402,"Ekko, Udyr, Renekton, Quinn, Galio","Xerath, Katarina, Rengar, Shyvana, Varus",No,YES,62.93,37.07,Severe Tactical Spell Error,37.5
403,"Akali, Braum, Lucian, Sivir, Mordekaiser","Teemo, Master Yi, Singed, Ryze, Tryndamere",No,No,48.4,51.6,Red Draft Strength,6.61
404,"Talon, Shyvana, Warwick, Syndra, Orianna","Taric, Gnar, LeBlanc, Ekko, Amumu",No,No,49.92,50.08,Red Team Synergy,-5.32
405,"Kled, LeBlanc, Anivia, Vi, Fizz","Talon, Karthus, Yasuo, Aurelion Sol, Ryze",No,No,80.54,19.46,Red Team Synergy,-19.52
406,"Yasuo, Katarina, Vladimir, Kayn, Malzahar","Jayce, Corki, Cho'Gath, Lulu, Nautilus",No,No,39.41,60.59,Blue Counter-Pick Advantage,-5.42
407,"Akali, Fiora, Jax, Vayne, Ahri","Graves, Anivia, Yorick, Riven, Urgot",No,No,28.34,71.66,Red Draft Strength,6.7
408,"Warwick, Malzahar, Zac, Aurelion Sol, None","Garen, Kindred, Gragas, Zilean, LeBlanc",No,No,64.56,35.44,Blue Counter-Pick Advantage,-11.77
409,"Sion, Master Yi, Rammus, Taliyah, Veigar","Miss Fortune, Shyvana, Trundle, Shaco, Lucian",No,No,68.03,31.97,Red Team Synergy,-9.05
410,"Tryndamere, Ekko, Vayne, Garen, Kled","Lux, Yorick, Rumble, Maokai, Kog'Maw",No,No,16.53,83.47,Red Team Synergy,7.98
411,"Jayce, Xayah, Akali, Nasus, Annie","Soraka, Nami, Skarner, Gragas, Fiddlesticks",No,No,22.58,77.42,Red Team Synergy,14.56
412,"Sion, Yasuo, Kindred, Ezreal, Gnar","Sejuani, Nautilus, Viktor, Corki, Rammus",No,YES,55.04,44.96,Severe Tactical Spell Error,37.5
413,"Talon, Riven, Lulu, Leona, Sejuani","Kennen, Taric, Vayne, Nunu, Karma",No,No,72.74,27.26,Blue Counter-Pick Advantage,-8.03
414,"Renekton, Ahri, Bard, Taliyah, Ryze","Xerath, Rakan, Nami, Talon, Vayne",No,No,27.18,72.82,Blue Draft Strength,-12.83
415,"Galio, Anivia, Ekko, Blitzcrank, Nocturne","Draven, Ornn, Ashe, Kindred, Azir",No,No,81.26,18.74,Red Draft Strength,15.61
416,"Jax, Brand, Rakan, Malphite, Jarvan IV","Shaco, Kog'Maw, Nidalee, Lulu, Vayne",No,YES,87.14,12.86,Severe Tactical Spell Error,37.5
417,"Ashe, Anivia, Zyra, Urgot, Lissandra","Volibear, Nami, Ziggs, Tristana, Malzahar",No,No,31.17,68.83,Blue Draft Strength,-10.5
418,"Ahri, Teemo, Swain, Pantheon, Anivia","Elise, Annie, Skarner, Twitch, Morgana",No,No,37.98,62.02,Blue Counter-Pick Advantage,2.49
419,"Anivia, Lulu, Xerath, Karma, Shyvana","Zilean, Blitzcrank, Thresh, Azir, Rakan",No,No,84.48,15.52,Blue Counter-Pick Advantage,-16.73
420,"Veigar, Lux, Gangplank, Syndra, Varus","Ezreal, LeBlanc, Morgana, Anivia, Swain",No,No,19.99,80.01,Red Draft Strength,7.88
421,"Swain, Braum, Lee Sin, Kayn, Heimerdinger","Kindred, Mordekaiser, Master Yi, Rumble, Rek'Sai",No,No,20.65,79.35,Red Draft Strength,12.22
422,"Kalista, Leona, Azir, Brand, Udyr","Garen, Kennen, Xerath, Aatrox, Irelia",No,No,20.72,79.28,Blue Counter-Pick Advantage,22.98
423,"Ezreal, Aurelion Sol, Maokai, Jayce, Draven","Syndra, Gragas, Ashe, Shaco, Evelynn",No,No,76.65,23.35,Blue Counter-Pick Advantage,-12.72
424,"Shen, Fiora, Rumble, Shaco, Zilean","Sivir, Zac, Xerath, Poppy, Annie",No,No,77.34,22.66,Blue Draft Strength,-15.16
425,"Sejuani, Jarvan IV, Diana, Karthus, Riven","Twitch, Morgana, Bard, Poppy, Vi",No,No,84.2,15.8,Blue Counter-Pick Advantage,-11.99
426,"Cho'Gath, Twitch, Rumble, Ahri, Fiddlesticks","Gragas, Karma, Lucian, Diana, Riven",No,No,82.8,17.2,Blue Counter-Pick Advantage,-11.78
427,"Heimerdinger, Teemo, Syndra, Katarina, Tahm Kench","Kayn, Akali, Janna, Zac, Garen",No,No,34.53,65.47,Blue Counter-Pick Advantage,20.37
428,"Camille, Heimerdinger, Veigar, Jax, Skarner","Ekko, Katarina, Zed, Soraka, Shaco",No,No,50.55,49.45,Blue Draft Strength,-9.51
429,"Zac, Kassadin, Ryze, Miss Fortune, Quinn","Gragas, Singed, Urgot, LeBlanc, Ashe",No,No,77.04,22.96,Blue Draft Strength,-11.32
430,"Skarner, Sion, Shaco, Blitzcrank, Anivia","Bard, Janna, Syndra, Kayle, Kayn",No,No,61.94,38.06,Blue Counter-Pick Advantage,-5.97
431,"Galio, Thresh, Jayce, Sona, Leona","Irelia, Singed, Taric, Zyra, Vi",No,No,48.02,51.98,Red Team Synergy,-3.51
432,"Alistar, Zed, Shyvana, Evelynn, Thresh","Taric, Shaco, Janna, Soraka, Kayn",No,No,31.62,68.38,Blue Counter-Pick Advantage,7.6
433,"Hecarim, Nidalee, Ezreal, Heimerdinger, Soraka","Gangplank, Galio, Yasuo, Udyr, Tahm Kench",No,No,28.94,71.06,Red Draft Strength,14.06
434,"Fiddlesticks, Twisted Fate, Fizz, Galio, Jinx","Dr. Mundo, Miss Fortune, Varus, Draven, Mordekaiser",No,No,47.11,52.89,Blue Draft Strength,-5.07
435,"Dr. Mundo, Jhin, Swain, Kindred, Vel'Koz","Pantheon, Garen, Kennen, Volibear, Darius",No,No,14.11,85.89,Blue Counter-Pick Advantage,13.5
436,"Rengar, Kled, Azir, LeBlanc, Viktor","Kalista, Galio, Swain, Jarvan IV, Taric",No,No,22.41,77.59,Blue Team Synergy,15.02
437,"Urgot, Vayne, Amumu, Kog'Maw, Fiora","Alistar, Vladimir, Sion, Orianna, Varus",No,No,37.41,62.59,Red Draft Strength,5.91
438,"Akali, Vladimir, Yasuo, Gangplank, Volibear","Bard, Alistar, Talon, Renekton, Twisted Fate",YES,No,11.24,88.76,Severe Tactical Spell Error,-37.5
439,"Annie, Bard, Riven, Ivern, Twisted Fate","Rumble, Dr. Mundo, Quinn, Vel'Koz, Corki",No,No,20.08,79.92,Red Draft Strength,17.6
440,"Kog'Maw, Yorick, Elise, Vi, Kayle","Cho'Gath, Jayce, Ornn, Ahri, Tahm Kench",No,No,83.68,16.32,Blue Counter-Pick Advantage,-13.42
441,"Warwick, Morgana, Volibear, Malphite, Evelynn","Kled, Urgot, Taric, Veigar, Brand",No,YES,37.58,62.42,Severe Tactical Spell Error,37.5
442,"Master Yi, Tahm Kench, Kayle, Warwick, Leona","Xayah, LeBlanc, Amumu, Taliyah, Lissandra",No,No,57.29,42.71,Blue Counter-Pick Advantage,-22.46
443,"Jarvan IV, Fiddlesticks, Talon, Maokai, Nami","None, Shen, Draven, Nocturne, Nunu",YES,No,43.02,56.98,Severe Tactical Spell Error,-37.5
444,"Twisted Fate, Vi, Jhin, Xayah, Camille","Lee Sin, Fizz, Orianna, Twitch, Rek'Sai",No,No,64.31,35.69,Red Team Synergy,-6.34
445,"Blitzcrank, Ryze, Kennen, Draven, Fiddlesticks","Riven, Ezreal, Vladimir, Morgana, Rakan",No,No,56.4,43.6,Blue Draft Strength,-12.84
446,"Nidalee, Dr. Mundo, Fiora, Jhin, Trundle","Gnar, Nocturne, Varus, Sejuani, Soraka",No,No,47.5,52.5,Blue Draft Strength,-11.45
447,"Ezreal, Ryze, Nami, Soraka, Cassiopeia","Orianna, Tahm Kench, Kha'Zix, Malphite, Evelynn",No,No,74.4,25.6,Red Team Synergy,-12.37
448,"Xin Zhao, Jayce, Sejuani, Diana, Teemo","Karma, Galio, Kassadin, Malphite, Elise",YES,No,42.82,57.18,Severe Tactical Spell Error,-37.5
449,"Twisted Fate, Fizz, Malzahar, Malphite, Camille","None, Nidalee, Yorick, Miss Fortune, Jayce",No,YES,87.93,12.07,Severe Tactical Spell Error,37.5
450,"Yorick, Gnar, Camille, Malphite, Nocturne","Illaoi, Gangplank, Vladimir, Viktor, Gragas",YES,No,48.61,51.39,Severe Tactical Spell Error,-37.5
451,"Elise, Poppy, Corki, Braum, Thresh","Amumu, Twitch, Jhin, Brand, Nunu",No,No,10.41,89.59,Blue Counter-Pick Advantage,22.36
452,"Tristana, Nocturne, Elise, Nunu, Zed","Evelynn, Alistar, Teemo, LeBlanc, Vi",No,YES,50.63,49.37,Severe Tactical Spell Error,37.5
453,"Camille, Ekko, Riven, Taliyah, Sona","Fiddlesticks, Corki, Kennen, Rumble, Vi",No,No,84.3,15.7,Red Draft Strength,13.5
454,"Kayn, Shen, Warwick, Ashe, Cho'Gath","Orianna, Bard, Kennen, Kha'Zix, Morgana",No,No,68.28,31.72,Red Team Synergy,-10.4
455,"Azir, Rengar, Kassadin, Talon, Sona","Fizz, Graves, Quinn, Akali, Diana",YES,No,31.64,68.36,Severe Tactical Spell Error,-37.5
456,"Soraka, Katarina, Talon, Sivir, Twitch","Nunu, Olaf, Jax, Rakan, Trundle",No,No,80.15,19.85,Blue Counter-Pick Advantage,-15.61
457,"Gnar, Janna, Fiddlesticks, Varus, Corki","Wukong, Nunu, Malphite, Lulu, Shaco",No,No,38.53,61.47,Red Draft Strength,6.23
458,"Nocturne, Elise, Rengar, Ekko, Pantheon","Nidalee, Kalista, Soraka, Sejuani, Fiddlesticks",No,YES,67.61,32.39,Severe Tactical Spell Error,37.5
459,"Lee Sin, Darius, Karma, Renekton, Zilean","Blitzcrank, Dr. Mundo, Skarner, Brand, Quinn",YES,No,3.63,96.37,Severe Tactical Spell Error,-37.5
460,"Shaco, Alistar, Trundle, Sion, Nidalee","Annie, Singed, Nunu, Talon, Taliyah",No,No,42.79,57.21,Blue Draft Strength,-12.87
461,"Maokai, Fizz, Elise, Gragas, Sona","Fiddlesticks, Sion, Nautilus, Amumu, Shen",No,No,37.48,62.52,Red Draft Strength,11.84
462,"Taliyah, Bard, Camille, Hecarim, Syndra","Kayn, Jayce, Cho'Gath, Morgana, Ryze",No,No,42.97,57.03,Blue Team Synergy,13.67
463,"Gragas, Shaco, Irelia, Urgot, Garen","Rammus, Zilean, Kha'Zix, Zyra, Fiora",No,No,56.05,43.95,Red Draft Strength,4.98
464,"Bard, Darius, Corki, Tristana, Fiora","Shyvana, Swain, Malzahar, Poppy, Nidalee",No,No,77.78,22.22,Red Team Synergy,-12.28
465,"Lulu, Cassiopeia, Trundle, Blitzcrank, Miss Fortune","Tryndamere, Lux, Orianna, Galio, Taliyah",No,No,68.41,31.59,Red Team Synergy,-6.94
466,"Ziggs, Volibear, Taric, Caitlyn, Tryndamere","Veigar, Rakan, Xin Zhao, Sona, Jax",No,No,48.88,51.12,Blue Counter-Pick Advantage,3.54
467,"Tahm Kench, Kassadin, Shaco, Darius, Soraka","Ornn, Vel'Koz, Orianna, Irelia, Sejuani",No,No,49.23,50.77,Blue Counter-Pick Advantage,-8.61
468,"Lissandra, Soraka, Vayne, Lee Sin, Nautilus","Ezreal, Wukong, Ivern, Sion, Aurelion Sol",YES,No,7.53,92.47,Severe Tactical Spell Error,-37.5
469,"Brand, Fizz, Gnar, Irelia, Skarner","Caitlyn, Corki, Lucian, Evelynn, Hecarim",No,No,40.79,59.21,Red Draft Strength,10.47
470,"LeBlanc, Aurelion Sol, Nami, Kalista, Mordekaiser","Quinn, Gragas, Urgot, Fiddlesticks, Kennen",No,No,12.77,87.23,Red Draft Strength,14.84
471,"Mordekaiser, Bard, Nunu, Kog'Maw, Veigar","Ryze, Azir, Tristana, Kindred, Gragas",No,No,53.83,46.17,Red Draft Strength,20.78
472,"Braum, Lucian, Draven, Nasus, Rek'Sai","Fizz, Leona, Gragas, Shen, Teemo",No,YES,62.13,37.87,Severe Tactical Spell Error,37.5
473,"Azir, Shyvana, Thresh, Pantheon, Jinx","Tryndamere, Evelynn, Dr. Mundo, Garen, Yorick",No,No,34.45,65.55,Blue Counter-Pick Advantage,8.66
474,"Wukong, Rammus, Elise, Pantheon, Tahm Kench","Nocturne, Nasus, Zed, Mordekaiser, Maokai",YES,No,37.99,62.01,Severe Tactical Spell Error,-37.5
475,"Twitch, Aatrox, Garen, Blitzcrank, Olaf","Taric, Dr. Mundo, Udyr, Urgot, Bard",No,YES,62.05,37.95,Severe Tactical Spell Error,37.5
476,"Shyvana, Rengar, Lee Sin, Cho'Gath, Nami","Nasus, Orianna, Swain, Kindred, Skarner",No,No,27.82,72.18,Red Team Synergy,10.22
477,"Tristana, None, Alistar, Kennen, Hecarim","Corki, Nautilus, Amumu, Gragas, Fiora",No,No,29.23,70.77,Red Draft Strength,9.72
478,"Skarner, Miss Fortune, Twitch, Azir, Yorick","Nunu, Trundle, Vayne, Lucian, Kog'Maw",No,No,69.19,30.81,Red Team Synergy,-4.34
479,"Akali, Pantheon, Camille, Volibear, Rumble","Nocturne, Sona, Mordekaiser, Kalista, Braum",No,No,11.84,88.16,Blue Counter-Pick Advantage,22.87
480,"Shaco, Kayle, Fiora, Corki, Jinx","Vi, Tahm Kench, Zyra, Tristana, Aatrox",No,No,79.49,20.51,Blue Draft Strength,-7.14
481,"Irelia, Jax, Illaoi, Syndra, Nidalee","Diana, Kayle, Sona, Xin Zhao, Lux",No,No,22.93,77.07,Blue Counter-Pick Advantage,22.74
482,"Heimerdinger, Yorick, Elise, Syndra, Bard","Aurelion Sol, Jhin, Twisted Fate, Lulu, Jayce",No,No,78.22,21.78,Blue Draft Strength,-12.58
483,"Janna, Kled, Nasus, Alistar, Nunu","Jhin, Elise, Rumble, Yasuo, Singed",No,No,74.25,25.75,Blue Counter-Pick Advantage,-10.76
484,"Lulu, Kennen, Kassadin, Warwick, Jarvan IV","Lee Sin, Camille, Shen, Draven, Jhin",No,No,52.71,47.29,Red Draft Strength,5.81
485,"Rengar, Taric, Gragas, None, Tryndamere","Fiora, Trundle, Lucian, Illaoi, Vel'Koz",No,No,70.99,29.01,Red Team Synergy,-18.61
486,"Ekko, None, Rammus, Nunu, Jhin","Kayle, Thresh, Syndra, Anivia, Tristana",No,No,64.82,35.18,Blue Draft Strength,5.39
487,"Malzahar, Corki, Alistar, Kassadin, Kha'Zix","Cassiopeia, Udyr, Vel'Koz, Nunu, LeBlanc",No,No,54.27,45.73,Red Draft Strength,14.15
488,"Zed, Lux, Rengar, Varus, Yorick","Swain, Sona, Braum, Volibear, Amumu",No,No,22.83,77.17,Red Team Synergy,11.75
489,"Camille, Gnar, Twitch, Ahri, Poppy","Urgot, Nami, Singed, Soraka, Gangplank",No,No,29.65,70.35,Blue Counter-Pick Advantage,4.61
490,"Nunu, Swain, Lux, Sion, Anivia","Aurelion Sol, Pantheon, Rumble, Kennen, Skarner",YES,No,7.72,92.28,Severe Tactical Spell Error,-37.5
491,"Xin Zhao, Twitch, Hecarim, Katarina, Vladimir","Soraka, Volibear, Nasus, Kha'Zix, Taliyah",No,No,60.27,39.73,Red Team Synergy,-4.9
